Provider Name,State,City,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine,Georeferenced Column
SANFORD CLINIC NORTH,MN,DETROIT LAKES,5838,2170,4283,POINT (-95.838833 46.81282)
RAPID COVID NOW,FL,CASSELBERRY,1628,0,0,POINT (-81.335495 28.679723)
DOCTORS HEALTH GROUP I,AR,PARAGOULD,3915,0,0,POINT (-90.505164 36.052644)
RIVERSIDE MEDICAL CLIN,CA,RIVERSIDE,77,639,0,POINT (-117.377025 33.980534)
SPRINGFIELD CLINIC,IL,NEWTON,0,203,0,POINT (-88.161229 38.990937)
PULMONARY AND CRITICAL,OH,DAYTON,0,46233,0,POINT (-84.192203 39.760982)
WALKER HEART INSTITUTE,AR,LINCOLN,63,0,0,POINT (-94.421346 35.947546)
SCRANTON HOSPITAL COMP,PA,SCRANTON,106523,308682,0,POINT (-75.662346 41.409113)
SEVEN LAKES PRESCRIPTI,NC,WEST END,0,0,8784,POINT (-79.567802 35.2397)
SIERRA NEVADA SPECIALT,NV,ELKO,0,299,0,POINT (-115.759456 40.835734)
SOUTHWEST HEALTH CORP,PR,CABO ROJO,0,0,2318,POINT (-67.144778 18.088064)
RADIOLOGY ASSOCIATES O,IN,PORTLAND,181,736,0,POINT (-84.977824 40.43234)
GENTRY DRUGS INC,AL,ALICEVILLE,0,0,23469,POINT (-88.148736 33.127339)
TEST ANYWHERE,TN,MEMPHIS,0,23328,0,POINT (-90.052136 35.143378)
PULMONARY ASSOCIATES,AZ,MESA,0,16111,0,POINT (-111.831498 33.41514)
MONMOUTH MEDICAL CENTE,NJ,LAKEWOOD,0,650440,0,POINT (-74.216273 40.08991)
JAGAT RAWAL,NY,ELMHURST,5146,1706,2269,POINT (-73.878304 40.736401)
MEDLINK GEORGIA,GA,HOMER,18320,785,3440,POINT (-83.499453 34.333786)
TOE RIVER HEALTH DISTR,NC,BAKERSVILLE,49532,0,3856,POINT (-82.158865 36.015432)
SUTTER VALLEY MEDICAL,CA,SACRAMENTO,202,0,40,POINT (-121.50012 38.582087)
BROWN CLINIC PLLP,SD,WATERTOWN,10506,4242,0,POINT (-97.106454 44.898844)
URGENT CARE MEDICAL OF,NY,BALDWIN PLACE,203707,1702,0,POINT (-76.332664 43.158652)
DIELRX LLC,OK,ENID,0,0,15533,POINT (-97.87832 36.393157)
MCKENZIE COUNTY HEALTH,ND,WATFORD CITY,263994,105234,0,POINT (-103.283145 47.802276)
WALTHALL GENERAL HOSPI,MS,TYLERTOWN,25791,20608,253,POINT (-90.141318 31.116639)
ROOKS COUNTY HEALTH CE,KS,PLAINVILLE,23898,48504,0,POINT (-99.298288 39.234405)
MARTIN MEMORIAL MEDICA,FL,PORT SAINT LUCIE,122,641,0,POINT (-80.342148 27.273274)
KASTAK SERVICES LLC,LA,DENHAM SPRINGS,0,0,5622,POINT (-90.956103 30.481437)
HARTFORD HOSPITAL,CT,HARTFORD,2095412,954416,554300,POINT (-72.673356 41.765775)
WASHINGTON UNIV SCHOOL,MO,SAINT PETERS,28,498,0,POINT (-90.627881 38.801051)
URGENT CARE CENTER OF,CT,BLOOMFIELD,46934,103,0,POINT (-72.737425 41.830957)
SAWTOOTH MOUNTAIN CLIN,MN,GRAND MARAIS,0,0,13706,POINT (-90.335617 47.750101)
NORTHSIDE HOSPITAL,GA,ATLANTA,372306,20156442,0,POINT (-84.391502 33.748547)
GEMINI LABS INC,IL,LINCOLNWOOD,4313446,0,0,POINT (-87.733561 42.006283)
ROBESON HEALTH CARE CO,NC,STAR,12238,470,2480,POINT (-79.784205 35.402084)
ARCPOINT CORPORATE LAB,SC,GREENVILLE,0,0,226,POINT (-82.398964 34.850746)
BELLEVUE HOSPITAL CENT,NH,NASHUA,2045,12335,0,POINT (-71.46395 42.75787)
ADVOCATE HEALTH AND HO,IL,GURNEE,143,308,0,POINT (-87.924192 42.375508)
CAPITAL REGION MEDICAL,MO,JEFFERSON CITY,211258,837626,6684,POINT (-92.187689 38.577896)
SSM CARDINAL GLENNON C,MO,SAINT LOUIS,27686,13683,0,POINT (-90.200309 38.630276)
WELLSTAR HOME HEALTH L,GA,MARIETTA,0,9990,0,POINT (-84.549051 33.952304)
WESTERN CARTERET MEDIC,NC,CEDAR POINT,1945,38,2970,POINT (-77.091354 34.680103)
KENNESAW RX LLC,GA,KENNESAW,1480,0,29535,POINT (-84.618822 34.025354)
ALL IN ONE HEALTH,CA,COSTA MESA,19775,0,400,POINT (-117.904765 33.663857)
LANAI EMERGENCY MEDICA,HI,LANAI CITY,365,288,0,POINT (-156.918361 20.825376)
NATIONAL CLINICAL LABS,IL,CHICAGO,50724480,0,0,POINT (-87.632398 41.883229)
LCUC FAMILY PHYSICIANS,LA,SULPHUR,961,1532,456,POINT (-96.96835 34.507867)
NORTHEAST FLORIDA HEAL,FL,SOUTH DAYTONA,72161,6472,15096,POINT (-81.012507 29.170675)
UMDC DEPARTMENT OF SUR,FL,CORAL GABLES,0,16108,0,POINT (-80.268654 25.710291)
PULMONARY MEDICINE ASS,CA,ROSEVILLE,82,21691,0,POINT (-121.285202 38.74806)
BLACK HILLS SURGERY CE,SD,RAPID CITY,7822,0,0,POINT (-103.224443 44.082995)
FRIENDSHIP CITY ACUTE,NH,PORTSMOUTH,0,1579,0,POINT (-70.767091 43.064906)
NORTH SHORE LIJ,NY,MANORVILLE,0,61,0,POINT (-72.798256 40.865022)
PHYSICIAN UTILITIES IN,LA,NEW IBERIA,0,6016,0,POINT (-91.816975 30.002558)
SAVANNAH PRIMARY CARE,GA,SAVANNAH,0,2676,0,POINT (-81.090103 32.08059)
CAROLINAS PHYSICIANS N,NC,GASTONIA,935,695,0,POINT (-81.1871 35.26217)
HK GALLERIA PHARMACY I,CA,LOS ANGELES,0,0,60523,POINT (-118.243344 34.052238)
AMERICAN MEDICAL RESPO,CT,WEST HARTFORD,0,40787,0,POINT (-72.741807 41.762008)
FRANCISCAN PHYSICIAN N,IN,CAMBY,49,364,0,
WELLMONT MEDICAL ASSOC,TN,GREENEVILLE,4536,1580,0,POINT (-82.831451 36.162235)
WALMART VISION CENTER,GA,COMMERCE,0,0,2193,POINT (-83.457438 34.203323)
BANNER HEALTH PHYSICIA,CO,WINDSOR,601,780,2427,POINT (-104.907678 40.479957)
WHC PHYSICIAN GROUP LL,DC,WASHINGTON,14059,54128,0,POINT (-77.019912 38.892062)
ST HELENA HOSPITAL CLE,CA,MIDDLETOWN,1653,633,0,POINT (-122.620719 38.745556)
UMMS AMBULATORY CARE L,MD,BALTIMORE,2436,0,0,POINT (-76.612333 39.290443)
ST VINCENTS AMBULATORY,FL,JACKSONVILLE,73,235,0,POINT (-81.65676 30.325968)
KENNEBEC PHARMACY AND,ME,AUGUSTA,1360,0,10180,POINT (-69.780785 44.307692)
JEFFREY WILT MD,FL,GAINESVILLE,0,828,0,POINT (-82.325024 29.651958)
PRECIPIO DIAGNOSTICS L,CT,NEW HAVEN,133,0,0,POINT (-72.924161 41.308252)
MD 365 MEDICAL CARE PL,NY,OAKDALE,103797,9207,4141,POINT (-73.122264 40.738923)
NORTHEAST MEDICAL GROU,RI,WESTERLY,0,117,96,POINT (-71.827401 41.377278)
GREATER PHILADELPHIA H,PA,PHILADELPHIA,117,0,0,POINT (-75.16562 39.951061)
JNS RX LLC,FL,RIVERVIEW,1360,0,57209,POINT (-82.322575 27.875326)
EMERGENCY CARE SERVICE,PA,WILKES BARRE,1682,352,0,POINT (-75.881184 41.246249)
SAINT THOMAS MEDICAL P,TN,EAGLEVILLE,635,641,0,POINT (-86.652106 35.742072)
SAINT THOMAS MEDICAL P,TN,MCMINNVILLE,1045,20686,12453,POINT (-85.774444 35.681402)
SANFORD CLINIC,IA,SHELDON,638,115,0,POINT (-95.844999 43.186006)
BUFFALO EMERGENCY ASSO,NY,BUFFALO,121,352,0,POINT (-78.879374 42.887691)
M AND S DRUGS INC,NY,ASTORIA,0,0,600,POINT (-73.930603 40.7719)
AMIR Z QURESHI,NV,LAS VEGAS,0,81524,0,POINT (-115.140597 36.169202)
CAPITAL HEART ASSOCIAT,DC,WASHINGTON,0,87,0,POINT (-77.019912 38.892062)
PEDIATRIC SPECIALISTS,OR,PENDLETON,227,0,77,POINT (-118.787492 45.672699)
MARYLAND KIDNEY GROUP,MD,LUTHERVILLE,0,2184,0,POINT (-76.612943 39.426296)
WESTHEALTH SURGERY CEN,MN,MINNEAPOLIS,866,109,0,POINT (-93.264346 44.977479)
LARIMAR FAMILY NP SERV,NY,BROOKLYN,2670,869,766,POINT (-73.990996 40.692529)
LAKE JACKSON EMERGENCY,FL,SEBRING,82583,10193,0,POINT (-81.444829 27.497977)
TAHOE CARSON VALLEY ME,CA,SOUTH LAKE TAHOE,0,9836,0,POINT (-119.977191 38.941539)
UNIVERSITY HOSPITALS M,OH,MIDDLEFIELD,365,106,0,POINT (-81.073708 41.461999)
AMARJEET SETHI MD PLC,MI,WATERFORD,0,3313,0,POINT (-83.383103 42.659169)
TAI ON PHARMACY INC,CA,LOS ANGELES,1040,0,3148,POINT (-118.243344 34.052238)
PRAIRIE HEALTH CLINIC,SD,CORSICA,754,109,0,POINT (-98.403305 43.424765)
MOUNTAIN LAKE PHARMACY,MN,MOUNTAIN LAKE,160,0,5137,POINT (-94.919285 43.941804)
CLINICAS DEL CAMINO RE,CA,SANTA PAULA,0,101,0,POINT (-119.059977 34.35395)
FRANKLIN PHARMACY INC,MI,KALAMAZOO,40,0,20778,POINT (-85.584682 42.289777)
NYU LUTHERAN MEDICAL,NY,NEW YORK,1151,58893,0,POINT (-74.007228 40.713054)
CRITICAL CARE HAWAII,HI,HONOLULU,0,10074,0,POINT (-157.858158 21.30992)
APP OF TENNESSEE HM PL,TN,SHELBYVILLE,0,500,0,POINT (-86.460035 35.482599)
COOK AREA HEALTH SERVI,MN,FLOODWOOD,1787,20,0,POINT (-92.913098 46.926976)
BALDWIN EMERGENCY PHYS,AL,MOBILE,341814,100573,0,POINT (-88.044822 30.688943)
WEST VALLEY MEDICAL GR,ID,CALDWELL,437,340,0,POINT (-116.687705 43.662853)
PINNACLE HEALTH REGION,PA,BOILING SPRINGS,147,476,0,POINT (-77.134216 40.155071)
HERITAGE LABS INC,MI,BINGHAM FARMS,55873,0,0,POINT (-83.281003 42.515512)
CARDIOLOGY CONSULTANTS,PA,PAOLI,0,9,0,POINT (-75.485762 40.041849)
MERCY HEALTH PHYSICIAN,OH,SAINT PARIS,0,46,0,POINT (-83.959204 40.128514)
MOUNT CARMEL HEALTH PR,OH,COLUMBUS,126,67,468,POINT (-82.996216 39.962649)
JUST BREATHE OXYGEN AN,TN,COOKEVILLE,0,339,0,POINT (-85.501014 36.156589)
CEDAR CARE LLC,OH,CEDARVILLE,0,0,32024,POINT (-83.808139 39.74494)
DOCTORS CARE PA,SC,BLUFFTON,2729,1773,0,POINT (-80.860625 32.237169)
THE IOWA CLINIC,IA,ANKENY,12855,686,80,POINT (-93.600414 41.72508)
ST CHARLES HEALTH SYST,OR,BEND,135224,477410,261641,POINT (-121.31515 44.058088)
ZWOLLE,LA,ZWOLLE,1155,444,0,POINT (-93.64407 31.631563)
MORROW COUNTY HEALTH D,OR,HEPPNER,964,255,0,POINT (-119.553477 45.353475)
VILLAGE OF HANOVER PAR,IL,HANOVER PARK,0,40482,0,POINT (-88.139838 42.004593)
MAHASKA DRUG INC,IA,OSKALOOSA,0,0,2870,POINT (-92.645022 41.296244)
JAYESH M MADHANI MD,IL,CHICAGO,0,5839,0,POINT (-87.632398 41.883229)
CLACKAMAS PEDIATRIC CL,OR,CLACKAMAS,246,0,80,POINT (-122.569199 45.407799)
PULMONARY ASSOCIATES O,AL,MOBILE,0,117657,0,POINT (-88.044822 30.688943)
RENAISSANCE MEDICAL GR,NJ,NEWARK,445,0,0,POINT (-74.174388 40.731507)
SOUTH CENTRAL FIRE DIS,OH,FREDERICKSBURG,0,510,0,POINT (-81.868075 40.678318)
KENNETT FIRE COMPANY N,PA,KENNETT SQUARE,0,504,0,POINT (-75.710506 39.847045)
AKSHAR KRUPA INC,CA,LOMA LINDA,0,0,21889,POINT (-117.261123 34.048261)
FMS ATLANTIC HEMODIALY,NY,BAY SHORE,0,0,40,POINT (-73.246812 40.722361)
PPG STORE 2 LLC,AR,GENTRY,0,0,5921,POINT (-94.481691 36.267541)
VERDE VALLEY MEDICAL C,AZ,COTTONWOOD,79194,527562,0,POINT (-112.027798 34.732323)
MATRIX OCCUPATIONAL HE,NC,CARY,2023707,367114,0,POINT (-78.781139 35.791444)
BESSSEMER EMERGENCY PH,AL,BIRMINGHAM,20768,14867,0,POINT (-86.807705 33.522859)
ALTA VISTA REGIONAL HO,NM,LAS VEGAS,14210,10615,23950,POINT (-105.218849 35.598521)
SCHAEFER DRUGS,FL,WELLINGTON,0,0,10000,POINT (-80.253838 26.661062)
FAMILY FIRST MEDICINE,LA,RUSTON,0,0,1911,POINT (-92.639039 32.532435)
UNIU MEDICAL CENTER OF,NV,LAS VEGAS,164,505,0,POINT (-115.140597 36.169202)
ALEXIAN BROTHERS SPECI,IL,CHICAGO,0,3016,0,POINT (-87.632398 41.883229)
MEMORIAL HEALTH CARE S,NE,SEWARD,30858,86464,0,POINT (-97.09908 40.907826)
STONY BROOK INTERNISTS,NY,SOUTHAMPTON,0,1111,0,POINT (-72.389644 40.887045)
SCOTT COUNTY HOSPITAL,TN,ONEIDA,0,3736,1308,POINT (-84.515722 36.501819)
AVON RX INC,NJ,HOBOKEN,560,0,10680,POINT (-74.029065 40.743464)
OZARKS COMMUNITY HOSPI,MO,ANDERSON,311,2068,0,POINT (-94.441889 36.650877)
MASSACHUSETTS GENERAL,MA,KINGSTON,0,337,0,POINT (-70.72034 41.99099)
CARTER COUNTY EMERGENC,TN,ELIZABETHTON,0,5672,0,POINT (-82.249703 36.343894)
NEW YORK GENERAL MEDIC,NY,CROTON ON HUDSON,0,91,0,
MIDMICHIGAN HEALTH SER,MI,HOUGHTON LAKE,26087,6436,11461,POINT (-84.753305 44.304574)
CORVALLIS DRUG INC,MT,CORVALLIS,0,0,5383,POINT (-114.113642 46.313024)
VINCENTIAN PHYSICIAN S,AL,BIRMINGHAM,0,69,0,POINT (-86.807705 33.522859)
PATIENT FIRST,PA,DOWNINGTOWN,82753,7136,0,POINT (-75.705961 40.005305)
ST VINCENT MEDICAL GRO,IN,FISHERS,24909,155,400,POINT (-86.015547 39.956783)
SAVANNAH PRIMARY CARE,SC,OKATIE,88,0,0,POINT (-81.586403 33.516399)
SAN MIGUEL COUNTY FINA,CO,TELLURIDE,0,0,5720,POINT (-107.811757 37.937412)
NORTHWEST BUFFALO COMM,NY,BUFFALO,28673,0,12770,POINT (-78.879374 42.887691)
HEALTH FIRST MEDICAL G,FL,MELBOURNE,1324,350603,0,POINT (-80.603516 28.079931)
VIVEK GUPTA MD SC,IL,CHICAGO,0,63472,0,POINT (-87.632398 41.883229)
MAST DRUG CO INC,NC,HENDERSON,0,0,7164,POINT (-78.399157 36.329522)
UNIVERSITY OF ROCHESTE,NY,ROCHESTER,0,86,0,POINT (-77.612547 43.155708)
PINNACLE HEALTH REGION,PA,COLUMBIA,107,110,0,POINT (-76.504808 40.033862)
BANNER UNIVERSITY PHYS,AZ,PHOENIX,196,20806,0,POINT (-112.072585 33.448204)
STARR INPATIENT MEDICA,MI,GRAND RAPIDS,3426,73,0,POINT (-85.670209 42.965446)
BANNER PRIMARY CARE PH,AZ,TEMPE,677,0,373048,POINT (-111.941253 33.425522)
CHATHAM HOSPITAL INC,NC,PITTSBORO,321,216,0,POINT (-79.173269 35.720146)
SOUTH FLORIDA FAMILY H,FL,MIAMI,0,0,2440,POINT (-80.194702 25.775084)
VANTREESE DISCOUNT PHA,TN,JACKSON,0,0,1483,POINT (-88.81938 35.614344)
CITRUS VALLEY ANESTHES,CA,WEST COVINA,0,247,0,POINT (-117.938239 34.068896)
OPTIMED HOSPITALISTS P,NC,OXFORD,0,20037,0,POINT (-78.590118 36.313225)
AMG SOUTHERN TENNESSEE,TN,HUNTLAND,222,168,0,POINT (-86.269567 35.050805)
PRECHECK HEALTH SERVIC,FL,MIAMI,6194983,40028,0,POINT (-80.194702 25.775084)
GUTHRIE CLINIC,NY,VESTAL,544,93,430,POINT (-76.049207 42.085651)
BEAUMONT MEDICAL GROUP,MI,TRENTON,0,259,0,POINT (-83.180054 42.140655)
COLQUITT REGIONAL MEDI,GA,ALPHARETTA,34,50,0,POINT (-84.294548 34.07565)
BOYCE AND BYNUM PATHOL,MO,OSAGE BEACH,324700,0,0,POINT (-92.621399 38.147413)
SOUTH FULTON EMERGENCY,GA,EAST POINT,376432,114296,0,POINT (-84.44137 33.683069)
CONSULTANTS IN CARDIOL,IL,EVERGREEN PARK,0,2154,0,POINT (-87.703107 41.722554)
RITETIME PHARMACY CLIN,MD,TEMPLE HILLS,0,0,1120,POINT (-76.936151 38.812068)
CATHOLIC HEALTH,CO,DENVER,0,347,0,POINT (-104.984853 39.738453)
PRIMARY HEALTH NETWORK,PA,CHERRY TREE,57,0,56,POINT (-78.808172 40.724707)
STEWARD EMERGENCY PHYS,MA,TAUNTON,8808,841,0,POINT (-71.092626 41.901617)
STEADFAST HEALTHCARE,LA,PRAIRIEVILLE,7160,0,0,POINT (-90.972736 30.304505)
PIEDMONT ATHENS REGION,GA,ATHENS,538,176,0,POINT (-83.376798 33.957412)
WEILL CORNELL UNIVERSI,NY,NEW YORK,0,472,0,POINT (-74.007228 40.713054)
CENTERS AGENCY LLC,NY,BROOKLYN,6141956,6158,0,POINT (-73.990996 40.692529)
FRESENIUS MEDICAL CARE,MO,INDEPENDENCE,0,0,39,POINT (-94.412017 39.093659)
ELION KROK MD PC,NJ,WEST ORANGE,0,2333,0,POINT (-74.269745 40.792503)
ARKANSAS HEALTH GROUP,AR,BENTON,543,576,400,POINT (-92.585398 34.569286)
H STREET CLINIC INC,CA,INGLEWOOD,728542,15102,425329,POINT (-118.353336 33.961767)
DUPAGE EMERGENCY CONVE,IL,DOWNERS GROVE,9035,1121,0,POINT (-88.011135 41.808855)
WESTERN CONNECTICUT ME,CT,WESTPORT,127,1540,0,POINT (-73.353182 41.14044)
MOSAIC MEDICAL CENTER,IA,BEDFORD,48446,11468,40,POINT (-94.721422 40.667058)
NEPHROLOGY ASSOCIATES,NC,KINGS MOUNTAIN,0,2182,0,POINT (-81.344356 35.240899)
MEDICAL SERVICE COMPAN,IN,INDIANAPOLIS,0,833,0,POINT (-86.156212 39.76845)
GRIFFIN FACULTY PRACTI,CT,DERBY,0,14418,0,POINT (-73.089594 41.322959)
WARREN CLINIC INC,OK,TULSA,104,17019,0,POINT (-95.992083 36.155327)
5TH AVE DRUG INC,NY,BAY SHORE,1360,0,270665,POINT (-73.246812 40.722361)
HEALTH ACCESS NETWORK,ME,LINCOLN,74,135,80,POINT (-68.503174 45.365999)
MARY IMOGENE BASSETT H,NY,SCHOHARIE,0,90,0,POINT (-74.309885 42.665871)
MIDDLESEX EMERGENCY PH,NJ,EDISON,132015,91376,0,POINT (-74.388231 40.525525)
HENRY FORD MACOMB HOSP,MI,BRUCE TWP,257,37,0,POINT (-83.0364 42.827099)
KIRBY EMERGENCY PHYSIC,OK,OKLAHOMA CITY,377,0,0,POINT (-97.521264 35.468494)
SCPG MISSOURI LLC,MO,JOPLIN,0,0,9971,POINT (-94.512248 37.087628)
ETMC PHYSICIAN GROUP I,FL,MIAMI,0,2532,0,POINT (-80.194702 25.775084)
RXALL PHARMACY INC,CA,LOS ANGELES,1280,0,9080,POINT (-118.243344 34.052238)
6 PALO ALTO MEDICAL FO,CA,ANAHEIM,1790,370,0,POINT (-117.915638 33.834492)
UCI DEPARTMENT OF MEDI,CA,IRVINE,56,361,0,POINT (-117.824719 33.685908)
FIRST CARE FAMILY MEDI,AR,MENA,40721,11253,0,POINT (-94.23539 34.583076)
DUPAGE EMERGENCY PHYSI,IL,DOWNERS GROVE,37508,8723,0,POINT (-88.011135 41.808855)
NORTH MEMORIAL AMBULAN,MN,MINNEAPOLIS,100,64,0,POINT (-93.264346 44.977479)
ST JOSEPH HERITAGE HEA,CA,VICTORVILLE,1651,269,0,POINT (-117.323632 34.5121)
OSHSNER CLINIC FOUNDAT,LA,BATON ROUGE,590,8686,0,POINT (-91.187488 30.443319)
PEAK URGENT CARE,MT,BOZEMAN,1613,765,0,POINT (-111.046611 45.679294)
MASSACHUSETTS GENERAL,MA,BOSTON,0,542,0,POINT (-71.056742 42.358894)
PARK SLOPE ANESTHESIOL,NY,BROOKLYN,0,3933,0,POINT (-73.990996 40.692529)
PROVIDENCE MEDICAL INS,CA,SANTA MONICA,435,275,0,POINT (-118.491512 34.010932)
SE EMERGENCY PHYSICIAN,TN,KNOXVILLE,3234795,1173782,0,POINT (-83.916677 35.962631)
INTEGRIS MEDICAL GROUP,OK,HINTON,0,219,520,POINT (-98.355521 35.47142)
COMMUNITY HEALTH PARTN,IL,HARVARD,202,127,0,POINT (-88.612297 42.422075)
MERCY CLINIC HEART AND,MO,FARMINGTON,0,450,0,POINT (-90.428265 37.779265)
WILLIAMSBURG PHARMACY,SC,KINGSTREE,0,0,858,POINT (-79.828628 33.664215)
CHRIST COMMUNITY HEALT,TN,MEMPHIS,474,7662,18547,POINT (-90.052136 35.143378)
GRACE PHARMACY SOLUTIO,FL,PALM COAST,2080,0,22480,POINT (-81.214912 29.582247)
QDX PATHOLOGY SERVICES,NJ,EDISON,3755539,1110279,0,POINT (-74.388231 40.525525)
ACUTE PATIENT CARE INC,FL,KISSIMMEE,0,872,0,POINT (-81.402518 28.294751)
PEACEHEALTH MEDICAL GR,OR,EUGENE,2525,450,0,POINT (-123.091195 44.052153)
LIFECARE MEDICAL CENTE,MN,ROSEAU,120333,115439,0,POINT (-95.764471 48.84524)
NANDEESH VEERAPPA MD I,CA,GUSTINE,748,0,0,POINT (-121.001402 37.256923)
RENAL CARE GROUP WICHI,OK,PONCA CITY,0,0,37,POINT (-97.078611 36.703594)
ADVANCED HEALTH HOUSE,FL,WINTER GARDEN,38969,9794,1200,POINT (-81.583537 28.565962)
PRIMARY CARE GROUP,TN,MEMPHIS,0,322,0,POINT (-90.052136 35.143378)
QUEENS EMERGENCY MEDIC,NY,FLUSHING,168740,28564,0,POINT (-73.817802 40.765301)
RADIOLOGY PARTNERS IOW,IA,CHARITON,111,151,0,POINT (-93.303492 41.014443)
EUCLID HILL HEALTH INV,OH,CLEVELAND,100,0,0,POINT (-81.6915 41.505546)
SYNERGY RADIOLOGY ASSO,AZ,TEMPE,428,8608,0,POINT (-111.941253 33.425522)
EVERGREEN PHARMACY,PA,NORTH WALES,0,0,33462,POINT (-75.278285 40.210901)
CONNECTING HEARTS FAMI,NC,ROSE HILL,9228,0,0,POINT (-78.022403 34.826365)
ABSOLUTE MEDICAL AND D,IL,BUFFALO GROVE,971,0,0,POINT (-87.966776 42.151944)
BEAUFORT PHARMACY LLC,SC,BEAUFORT,0,0,861,POINT (-80.686724 32.42931)
CAROLINA DIALYSIS LLC,NC,SILER CITY,0,0,440,POINT (-79.46338 35.725296)
CITY MEDICAL HEALTHCAR,NY,BRONX,68,0,17176,POINT (-73.920265 40.826153)
HUMAN DIGNITY INTERNAT,CO,HIGHLANDS RANCH,0,14247,0,POINT (-104.987711 39.558491)
BRIGHAM AND WOMENS PHY,MA,EAST BRIDGEWATER,820,430,0,POINT (-70.958614 42.033511)
CVS PHARMACY,CA,MISSION VIEJO,6652000,0,68139255,POINT (-117.659099 33.595018)
CAROLINA MEDICORP ENTE,NC,CHARLOTTE,6465,910,0,POINT (-80.840161 35.222936)
UM COMMUNITY MEDICAL G,MD,EASTON,0,365,0,POINT (-76.068527 38.773916)
ZIA DIAGNOSTIC IMAGING,NM,ALBUQUERQUE,77,1172,0,POINT (-106.649241 35.084248)
ADVENTIST HEALTHCARE,MD,ROCKVILLE,8655,466648,0,POINT (-77.152896 39.08419)
PJP PHARMACY INC,NY,BRONX,320,0,16200,POINT (-73.920265 40.826153)
UMDC DEPARTMENT OF SUR,FL,NORTH MIAMI BEACH,0,614,0,POINT (-80.164398 25.934242)
ALTAMED HEALTH SERVICE,CA,HUNTINGTON BEACH,18026,1280,18660,POINT (-117.999313 33.659775)
MPE BILLING SERVICES L,OH,TOLEDO,0,75,0,POINT (-83.535717 41.655298)
APEX PHYSICIANS,AZ,SCOTTSDALE,0,91063,0,POINT (-111.926061 33.494909)
FRESENIUS MEDICAL CARE,GA,SMYRNA,0,0,80,POINT (-84.512657 33.880244)
WESTERN PHARMACY GROUP,CA,CHULA VISTA,560,0,1200,POINT (-117.084042 32.640071)
M DRUG LLC,ME,BREWER,80,0,880,POINT (-68.766164 44.794712)
SCOTTSDALE HEALTHCARE,AZ,PHOENIX,0,1486,0,POINT (-112.072585 33.448204)
IOWA PHYSICIANS CLINIC,IA,HUXLEY,0,0,669,POINT (-93.600561 41.894263)
CENTRAL IOWA HOSPITAL,IA,DES MOINES,327199,983754,240,POINT (-93.620309 41.588822)
MEDICAL HOUSE CALLS OF,NY,SOUTHOLD,1480,0,0,POINT (-72.426372 41.064986)
FMC NEPHROLOGY PARTNER,IN,ELKHART,0,0,234,POINT (-85.973536 41.687381)
SPRINGFIELD ANESTHESIA,MA,WEST SPRINGFIELD,0,153,0,POINT (-72.621191 42.105231)
VAXCARE FLORIDA,FL,CRESTVIEW,6640,0,47213,POINT (-86.562651 30.749649)
CAPITAL REGIONAL RX LL,NY,ALBANY,480,0,50384,POINT (-73.755418 42.651242)
CRAWFORD MEMORIAL HOSP,IL,ROBINSON,161963,51936,0,POINT (-87.738905 39.005857)
CEP AMERICA  KANSAS LL,KS,WICHITA,548476,221380,0,POINT (-97.335571 37.686024)
HILLSDALE COMMUNITY HE,MI,READING,3492,0,0,POINT (-84.747899 41.839657)
ASHEVILLE HEART,ME,BELFAST,0,2826,0,POINT (-69.007424 44.425496)
OWASSO MEDICAL FACILIT,OK,OWASSO,88523,105138,0,POINT (-95.855 36.266086)
KNOXVILLE HMA PHYSICIA,TN,POWELL,553,0,0,POINT (-84.027968 36.031747)
BPANDW INC,MO,WEBB CITY,760,0,9102,POINT (-94.463241 37.14134)
HEALTH PARTNERSHIP CLI,KS,OLATHE,2331,0,65029,POINT (-94.818236 38.883525)
DAVID A JACOBY MD,CA,SAN CARLOS,0,0,320,POINT (-122.264927 37.503733)
CAPITAL REGIONAL CARDI,FL,TALLAHASSEE,686,0,0,POINT (-84.278328 30.440741)
COMPREHENSIVE PRIMARY,NY,NEW ROCHELLE,0,0,1680,POINT (-73.782337 40.911546)
SARAH BUSH LINCOLN HEA,IL,MATTOON,513492,334111,12758,POINT (-88.376458 39.481593)
PHOENIXVILLE HOSPITAL,PA,PHOENIXVILLE,22483,101629,0,POINT (-75.515819 40.132857)
JAN PHARMA INC,NY,RIDGEWOOD,0,0,2054,POINT (-73.906097 40.700001)
STEWARD MEDICAL GROUP,PA,EASTON,0,517,0,POINT (-75.216698 40.689353)
UNIVERSITY PROFESSIONA,OR,GRESHAM,0,404,0,POINT (-122.427677 45.496729)
NATIONAL RX INC,TN,KNOXVILLE,0,0,1557,POINT (-83.916677 35.962631)
SUMTER COUNTY EMS,SC,SUMTER,0,31592,0,POINT (-80.367464 33.930281)
PRAXIS MEDICAL GROUP,OR,TIGARD,210,0,0,POINT (-122.766201 45.426438)
INNOVA EMERGENCY MEDIC,CO,TRINIDAD,180478,43316,0,POINT (-104.506515 37.168118)
NORTHERN NEVADA MEDICA,NV,RENO,0,98,1043,POINT (-119.813283 39.526903)
DR ANGELA SALDARRIAGA,DE,WILMINGTON,0,280,3176,POINT (-75.5451 39.744432)
METHODIST ASSOCIATES I,PA,PHILADELPHIA,0,4842,0,POINT (-75.16562 39.951061)
